iter	Logloss
365	0.2327368868
366	0.2327124274
367	0.2326881477
368	0.2326654552
369	0.2326378119
370	0.2326094909
371	0.2325788978
372	0.2325485331
373	0.232518735
374	0.2324867097
375	0.2324578592
376	0.2324291492
377	0.2324062137
378	0.2323805278
379	0.2323502738
380	0.2323217145
381	0.2322966156
382	0.2322670472
383	0.232230189
384	0.2321938097
385	0.2321640148
386	0.2321362061
387	0.2321137535
388	0.2320923993
389	0.2320642227
390	0.2320471204
391	0.2320270573
392	0.2320008054
393	0.2319758593
394	0.2319510158
395	0.2319199252
396	0.2318937305
397	0.2318745059
398	0.231836756
399	0.2318012632
400	0.2317744824
401	0.231744963
402	0.2317184821
403	0.2316842628
404	0.2316574912
405	0.2316345612
406	0.2316097448
407	0.231585246
408	0.2315648209
409	0.2315450917
410	0.231516196
411	0.2314823996
412	0.2314574315
413	0.2314277107
414	0.2314020218
415	0.231367144
416	0.2313501557
417	0.2313271157
418	0.2313028168
419	0.2312778505
420	0.2312576461
421	0.231232206
422	0.2311793073
423	0.2311464274
424	0.23112263
425	0.231102105
426	0.2310669233
427	0.2310376816
428	0.2310206519
429	0.2310014007
430	0.2309681396
431	0.2309343581
432	0.2309148814
433	0.2308928078
434	0.2308713816
435	0.2308451455
436	0.2308304694
437	0.230803287
438	0.2307827031
439	0.2307500681
440	0.2307260346
441	0.2306773689
442	0.2306504209
443	0.2306236144
444	0.2306066248
445	0.230585598
446	0.2305532027
447	0.2305288024
448	0.2305051236
449	0.2304789618
450	0.230447327
451	0.2304182402
452	0.2303979506
453	0.2303662452
454	0.230341016
455	0.2303193509
456	0.2303015894
457	0.2302843978
458	0.2302612003
459	0.2302602063
460	0.2302359921
461	0.2302035719
462	0.2301852229
463	0.2301694556
464	0.2301476153
465	0.2301234437
466	0.2300999488
467	0.2300653589
468	0.2300425958
469	0.2300171742
470	0.2299939531
471	0.2299714563
472	0.229952721
473	0.2299168042
474	0.2298926543
475	0.2298692629
476	0.229846233
477	0.2298151606
478	0.2297888117
479	0.2297634978
480	0.2297490111
481	0.2297197073
482	0.2297032492
483	0.2296905662
484	0.2296661977
485	0.2296375359
486	0.2296087924
487	0.2295684572
488	0.2295437521
489	0.2295141008
490	0.2295133131
491	0.2294908413
492	0.2294717819
493	0.229442815
494	0.2294190633
495	0.2293954935
496	0.2293772729
497	0.2293447314
498	0.2293242418
499	0.2292937421
500	0.2292679134
501	0.2292408821
502	0.2292173533
503	0.229203013
504	0.2291708572
505	0.2291481393
506	0.2291262961
507	0.2291007242
508	0.2290818116
509	0.2290607406
510	0.2290362718
511	0.2290009123
512	0.2289699105
513	0.2289514215
514	0.2289187534
515	0.2289027986
516	0.2288798601
517	0.2288450817
518	0.2288235312
519	0.228800579
520	0.2287715074
521	0.2287379662
522	0.2287058507
523	0.2286865665
524	0.2286577192
525	0.2286317696
526	0.2286137778
527	0.2285765075
528	0.2285514876
529	0.2285347481
530	0.2285102015
531	0.2284898763
532	0.2284683249
533	0.2284467951
534	0.2284219644
535	0.2283939639
536	0.2283696411
537	0.2283455964
538	0.2283287825
539	0.228295217
540	0.2282733613
541	0.2282474042
542	0.228227665
543	0.228197505
544	0.2281734573
545	0.2281350123
546	0.2281176453
547	0.2281086656
548	0.228086499
549	0.2280590421
550	0.2280359292
551	0.2280174579
552	0.2280030468
553	0.2279745485
554	0.2279592343
555	0.2279356544
556	0.2279246385
557	0.2278995532
558	0.227873764
559	0.227842056
560	0.2278179546
561	0.2277953542
562	0.2277696153
563	0.227745389
564	0.227720615
565	0.2276974658
566	0.2276659039
567	0.2276474493
568	0.2276259662
569	0.2275975804
570	0.2275745631
571	0.2275698073
572	0.2275473171
573	0.2275332861
574	0.2275058639
575	0.2274767897
576	0.2274564727
577	0.2274339038
578	0.2274063099
579	0.2273710489
580	0.2273552209
581	0.2273267435
582	0.2273088196
583	0.227307919
584	0.227285331
585	0.2272604998
586	0.2272396625
587	0.2272172356
588	0.2272147748
589	0.2271915927
590	0.2271713853
591	0.2271448929
592	0.227118373
593	0.2270905712
594	0.2270695271
595	0.2270442801
596	0.2270247487
597	0.2270097602
598	0.2269842703
599	0.2269600222
600	0.2269464179
601	0.226913821
602	0.2268866946
603	0.2268722266
604	0.2268544142
605	0.226844381
606	0.2268256349
607	0.2268100985
608	0.2267921088
609	0.2267739535
610	0.226754009
611	0.2267236129
612	0.226699109
613	0.2266703067
614	0.2266662043
615	0.226649936
616	0.2266284682
617	0.2265994959
618	0.2265741684
619	0.2265601278
620	0.2265373779
621	0.2265148272
622	0.2264885731
623	0.2264708177
624	0.2264478377
625	0.2264339163
626	0.2264145341
627	0.2263931789
628	0.2263696549
629	0.226333222
630	0.2263153064
631	0.2262911211
632	0.2262829318
633	0.2262605778
634	0.2262373546
635	0.226208954
636	0.2261785511
637	0.2261600814
638	0.2261354538
639	0.226112312
640	0.2260965724
641	0.2260708817
642	0.2260420735
643	0.2260308767
644	0.226009192
645	0.2259884774
646	0.2259728524
647	0.2259541742
648	0.2259532675
649	0.2259321258
650	0.2259097215
651	0.2258868608
652	0.2258636264
653	0.2258376868
654	0.2258162654
655	0.2257942234
656	0.225792374
657	0.2257621207
658	0.2257319194
659	0.225703217
660	0.2256821767
661	0.2256587813
662	0.2256418757
663	0.2256193453
664	0.225604239
665	0.2255855595
666	0.22556841
667	0.2255490017
668	0.2255296301
669	0.2255128133
670	0.2255083229
671	0.2254880038
672	0.2254542803
673	0.2254329453
674	0.2254131431
675	0.2253788601
676	0.225365846
677	0.2253456363
678	0.2253165477
679	0.22529524
680	0.2252698026
681	0.225243874
682	0.2252320754
683	0.2251942039
684	0.2251672297
685	0.2251408743
686	0.2251143058
687	0.2250974557
688	0.2250729687
689	0.225050772
690	0.2250311989
691	0.225012897
692	0.2249966354
693	0.2249837436
694	0.224971233
695	0.2249531915
696	0.2249294243
697	0.2249096933
698	0.2249033243
699	0.2248863386
700	0.2248583003
701	0.2248371063
702	0.2248129406
703	0.2247874364
704	0.2247702967
705	0.2247545389
706	0.2247428088
707	0.224717578
708	0.224705207
709	0.224681562
710	0.2246597183
711	0.2246421383
712	0.2246307368
713	0.224611574
714	0.2245916031
715	0.2245734723
716	0.2245415372
717	0.2245235607
718	0.2245033802
719	0.2244801832
720	0.22445726
721	0.224437797
722	0.2244273351
723	0.2244129895
724	0.224384941
725	0.2243838
726	0.2243603695
727	0.2243454798
728	0.2243276563
729	0.2243268586
730	0.2242972891
731	0.2242751857
732	0.224252872
733	0.2242268152
734	0.2242177685
735	0.2242023069
736	0.2241839376
737	0.2241632641
738	0.2241466694
739	0.2241283375
740	0.2241039955
741	0.2241035216
742	0.2240773037
743	0.2240588762
744	0.2240583525
745	0.2240357296
746	0.2240069681
747	0.2239743307
748	0.22395622
749	0.2239349898
750	0.2239095959
751	0.223888702
752	0.2238654201
753	0.2238434251
754	0.2238165507
755	0.2237992989
756	0.2237809665
757	0.2237604408
758	0.2237435666
759	0.2237150701
760	0.2236950489
761	0.2236713335
762	0.2236532604
763	0.2236349536
764	0.2236082234
765	0.2235885322
766	0.2235522259
767	0.2235309071
768	0.2235117916
769	0.2234918956
770	0.2234727519
771	0.2234471646
772	0.2234159916
773	0.2233874471
774	0.2233669655
775	0.2233443787
776	0.2233271951
777	0.2233110188
778	0.2232858342
779	0.2232715719
780	0.2232420366
781	0.2232237428
782	0.223203737
783	0.2231812509
784	0.223163417
785	0.2231415728
786	0.2231188266
787	0.2230949988
788	0.2230833124
789	0.2230670669
790	0.2230460904
791	0.223020622
792	0.2229940021
793	0.2229612663
794	0.2229366136
795	0.2229178939
796	0.2228966932
797	0.2228825504
798	0.2228649856
799	0.2228399173
800	0.2228164965
801	0.2227904161
802	0.2227764783
803	0.2227619845
804	0.2227407148
805	0.2227183809
806	0.2226916471
807	0.2226745377
808	0.2226419143
809	0.2226238701
810	0.2226072473
811	0.2225851517
812	0.2225633044
813	0.2225416348
814	0.2225228052
815	0.2225033353
816	0.2224847245
817	0.2224682802
818	0.2224424453
819	0.2224261362
820	0.2224159909
821	0.2223867872
822	0.2223534309
823	0.2223277562
824	0.22231098
825	0.2222860981
826	0.2222674153
827	0.2222496626
828	0.2222353194
829	0.2222142523
830	0.2221954337
831	0.2221788146
832	0.2221627542
833	0.2221586403
834	0.2221380244
835	0.222116312
836	0.2221001383
837	0.2220790615
838	0.2220552601
839	0.2220257608
840	0.2220026532
841	0.2219830325
842	0.2219634592
843	0.2219421274
844	0.2219220638
845	0.2219072064
846	0.2218922359
847	0.2218685728
848	0.2218485901
849	0.2218280316
850	0.2218061668
851	0.2217815224
852	0.221767906
853	0.2217465925
854	0.2217269381
855	0.2217042626
856	0.2216779914
857	0.221659721
858	0.2216402368
859	0.2216116159
860	0.2215858898
861	0.2215640369
862	0.2215364112
863	0.2215200222
864	0.2215035591
865	0.2214940068
866	0.2214717699
867	0.2214518752
868	0.2214438339
869	0.2214209806
870	0.2214013544
871	0.2213743892
872	0.2213460682
873	0.2213222987
874	0.2213078969
875	0.2213009845
876	0.2212781725
877	0.2212538104
878	0.2212348156
879	0.221214001
880	0.2211999486
881	0.2211806171
882	0.2211603582
883	0.2211306222
884	0.2211108228
885	0.2210914268
886	0.2210654199
887	0.2210373065
888	0.2210168673
889	0.2209971458
890	0.2209753542
891	0.2209533591
892	0.220935334
893	0.2209194212
894	0.2208945201
895	0.2208713209
896	0.220862971
897	0.2208417736
898	0.2208293633
899	0.220812072
900	0.2207839441
901	0.2207612838
902	0.2207417746
903	0.2207222372
904	0.2207037477
905	0.2206843116
906	0.2206639885
907	0.220642937
908	0.2206229914
909	0.2206205679
910	0.2205967137
911	0.2205849341
912	0.2205710265
913	0.220552354
914	0.2205438672
915	0.2205318647
916	0.2205025086
917	0.220486389
918	0.2204691046
919	0.2204542114
920	0.2204342954
921	0.2204226817
922	0.2203920833
923	0.2203691047
924	0.2203457524
925	0.220329375
926	0.2203079143
927	0.2202841576
928	0.2202730869
929	0.2202619664
930	0.2202417593
931	0.2202261037
932	0.2201975452
933	0.2201740153
934	0.2201583832
935	0.2201398319
936	0.2201201573
937	0.2201021315
938	0.2200927845
939	0.2200759169
940	0.2200568064
941	0.2200441235
942	0.2200237179
943	0.219999943
944	0.2199897173
945	0.2199684727
946	0.2199466247
947	0.2199352248
948	0.2199149575
949	0.2198897952
950	0.2198624838
951	0.2198380141
952	0.2198189258
953	0.2197964293
954	0.2197792768
955	0.2197672418
956	0.2197474095
957	0.2197278481
958	0.2197053225
959	0.219691043
960	0.2196679249
961	0.2196495952
962	0.2196369153
963	0.2196195762
964	0.2196023349
965	0.219583939
966	0.2195681836
967	0.2195502774
968	0.2195326659
969	0.2195102849
970	0.2194906179
971	0.2194717365
972	0.2194706232
973	0.2194614789
974	0.219446556
975	0.2194157674
976	0.2194150967
977	0.2193994165
978	0.2193824094
979	0.2193535635
980	0.2193352204
981	0.2193111195
982	0.2193082873
983	0.2192809468
984	0.2192581195
985	0.219237006
986	0.2192156384
987	0.2191886136
988	0.2191626662
989	0.2191472658
990	0.2191247357
991	0.2190978209
992	0.2190759212
993	0.2190640938
994	0.2190430731
995	0.2190197946
996	0.2190060572
997	0.2190002761
998	0.2189856629
999	0.218962289
